590.866,429.793,-27.998,7.523,5.954,-37.424,0.082,0.000,0.094
575.746,429.860,-27.999,7.523,5.954,-37.424,0.082,0.000,0.094
560.626,429.927,-27.993,7.523,5.954,-37.424,0.082,0.000,0.094
545.506,429.994,-27.998,7.523,5.954,-37.424,0.082,0.000,0.094
530.386,430.061,-27.997,7.523,5.954,-37.424,0.082,0.000,0.094
621.039,414.540,-27.999,7.523,5.954,-37.424,0.082,0.000,0.094
605.919,414.607,-27.996,7.522,5.956,-37.424,0.082,0.000,0.094
590.799,414.674,-27.997,7.522,5.956,-37.424,0.082,0.000,0.094
575.679,414.740,-27.998,7.522,5.956,-37.424,0.082,0.000,0.094
560.559,414.807,-27.997,7.522,5.956,-37.424,0.082,0.000,0.094
545.439,414.874,-27.996,7.522,5.956,-37.424,0.082,0.000,0.094
530.319,414.941,-27.997,7.522,5.956,-37.424,0.082,0.000,0.094
515.200,415.008,-27.998,7.522,5.956,-37.424,0.082,0.000,0.094
500.080,415.075,-27.994,7.522,5.956,-37.424,0.082,0.000,0.094
651.211,399.286,-27.996,7.522,5.956,-37.424,0.082,0.000,0.094
636.092,399.353,-27.997,7.522,5.956,-37.424,0.082,0.000,0.094
620.972,399.420,-27.997,7.522,5.956,-37.424,0.082,0.000,0.094
605.852,399.487,-27.996,7.522,5.956,-37.424,0.082,0.000,0.094
590.732,399.554,-27.998,7.522,5.956,-37.424,0.082,0.000,0.094
575.612,399.620,-27.997,7.522,5.956,-37.424,0.082,0.000,0.094
560.492,399.687,-27.996,7.522,5.956,-37.424,0.082,0.000,0.094
545.372,399.754,-27.997,7.522,5.956,-37.424,0.082,0.000,0.094
530.253,399.821,-27.997,7.522,5.956,-37.424,0.082,0.000,0.094
515.133,399.888,-27.998,7.522,5.956,-37.424,0.082,0.000,0.094
500.013,399.955,-27.996,7.522,5.956,-37.424,0.082,0.000,0.094
484.893,400.021,-27.996,7.522,5.956,-37.424,0.082,0.000,0.094
469.773,400.088,-27.995,7.522,5.956,-37.424,0.082,0.000,0.094
666.264,384.100,-27.995,7.522,5.956,-37.424,0.082,0.000,0.094
651.145,384.167,-27.996,7.522,5.956,-37.424,0.082,0.000,0.094
636.025,384.233,-27.998,7.522,5.956,-37.424,0.082,0.000,0.094
620.905,384.300,-27.998,7.522,5.956,-37.424,0.082,0.000,0.094
605.785,384.367,-27.996,7.522,5.956,-37.424,0.082,0.000,0.094
590.665,384.434,-27.997,7.522,5.956,-37.424,0.082,0.000,0.094
575.545,384.501,-27.999,7.522,5.956,-37.424,0.082,0.000,0.094
560.426,384.567,-27.998,7.522,5.956,-37.424,0.082,0.000,0.094
545.306,384.634,-27.997,7.522,5.956,-37.424,0.082,0.000,0.094
530.186,384.701,-27.998,7.522,5.956,-37.424,0.082,0.000,0.094
515.066,384.768,-27.998,7.522,5.956,-37.424,0.082,0.000,0.094
499.946,384.835,-27.996,7.522,5.956,-37.424,0.082,0.000,0.094
484.826,384.902,-27.996,7.522,5.956,-37.424,0.082,0.000,0.094
469.706,384.968,-27.998,7.522,5.956,-37.424,0.082,0.000,0.094
454.587,385.035,-27.992,7.522,5.956,-37.424,0.082,0.000,0.094
666.198,368.980,-27.995,7.522,5.956,-37.424,0.082,0.000,0.094
651.078,369.047,-27.996,7.522,5.956,-37.424,0.082,0.000,0.094
635.958,369.113,-27.997,7.522,5.956,-37.424,0.082,0.000,0.094
620.838,369.180,-27.998,7.522,5.956,-37.424,0.082,0.000,0.094
605.718,369.247,-27.996,7.522,5.956,-37.424,0.082,0.000,0.094
590.598,369.314,-27.996,7.522,5.956,-37.424,0.082,0.000,0.094
575.479,369.381,-27.998,7.522,5.956,-37.424,0.082,0.000,0.094
560.359,369.448,-27.997,7.522,5.956,-37.424,0.082,0.000,0.094
545.239,369.514,-27.997,7.522,5.956,-37.424,0.082,0.000,0.094
530.119,369.581,-27.997,7.522,5.956,-37.424,0.082,0.000,0.094
514.999,369.648,-27.997,7.522,5.956,-37.424,0.082,0.000,0.094
499.879,369.715,-27.995,7.522,5.956,-37.424,0.082,0.000,0.094
484.759,369.782,-27.996,7.522,5.956,-37.424,0.082,0.000,0.094
469.640,369.849,-27.996,7.522,5.956,-37.424,0.082,0.000,0.094
454.520,369.915,-27.996,7.522,5.956,-37.424,0.082,0.000,0.094
681.251,353.793,-27.998,7.522,5.956,-37.424,0.082,0.000,0.094
666.131,353.860,-27.996,7.522,5.956,-37.424,0.082,0.000,0.094
651.011,353.927,-27.995,7.522,5.956,-37.424,0.082,0.000,0.094
635.891,353.994,-27.998,7.522,5.956,-37.424,0.082,0.000,0.094
620.771,354.060,-27.999,7.522,5.956,-37.424,0.082,0.000,0.094
605.651,354.127,-27.996,7.522,5.956,-37.424,0.082,0.000,0.094
590.532,354.194,-27.996,7.522,5.956,-37.424,0.082,0.000,0.094
575.412,354.261,-27.997,7.522,5.956,-37.424,0.082,0.000,0.094
560.292,354.328,-27.997,7.522,5.956,-37.424,0.082,0.000,0.094
545.172,354.395,-27.997,7.522,5.956,-37.424,0.082,0.000,0.094
530.052,354.461,-27.997,7.522,5.956,-37.424,0.082,0.000,0.094
514.932,354.528,-27.997,7.522,5.956,-37.424,0.082,0.000,0.094
499.812,354.595,-27.996,7.522,5.956,-37.424,0.082,0.000,0.094
484.693,354.662,-27.995,7.522,5.956,-37.424,0.082,0.000,0.094
469.573,354.729,-27.996,7.522,5.956,-37.424,0.082,0.000,0.094
454.453,354.796,-27.995,7.522,5.956,-37.424,0.082,0.000,0.094
439.333,354.862,-27.997,7.522,5.956,-37.424,0.082,0.000,0.094
681.184,338.673,-27.996,7.522,5.956,-37.424,0.082,0.000,0.094
666.064,338.740,-27.996,7.522,5.956,-37.424,0.082,0.000,0.094
650.944,338.807,-27.996,7.522,5.956,-37.424,0.082,0.000,0.094
635.824,338.874,-27.998,7.522,5.956,-37.424,0.082,0.000,0.094
620.704,338.941,-27.998,7.522,5.956,-37.424,0.082,0.000,0.094
605.585,339.007,-27.996,7.522,5.956,-37.424,0.082,0.000,0.094
590.465,339.074,-27.996,7.522,5.956,-37.424,0.082,0.000,0.094
575.345,339.141,-27.997,7.522,5.956,-37.424,0.082,0.000,0.094
560.225,339.208,-27.997,7.522,5.956,-37.424,0.082,0.000,0.094
545.105,339.275,-27.996,7.522,5.956,-37.424,0.082,0.000,0.094
529.985,339.342,-27.996,7.522,5.956,-37.424,0.082,0.000,0.094
514.866,339.408,-27.997,7.522,5.956,-37.424,0.082,0.000,0.094
499.746,339.475,-27.996,7.522,5.956,-37.424,0.082,0.000,0.094
484.626,339.542,-27.995,7.522,5.956,-37.424,0.082,0.000,0.094
469.506,339.609,-27.996,7.522,5.956,-37.424,0.082,0.000,0.094
454.386,339.676,-27.997,7.522,5.956,-37.424,0.082,0.000,0.094
439.266,339.743,-27.996,7.522,5.956,-37.424,0.082,0.000,0.094
696.237,323.487,-27.996,7.522,5.956,-37.424,0.082,0.000,0.094
681.117,323.553,-27.996,7.522,5.956,-37.424,0.082,0.000,0.094
665.997,323.620,-27.996,7.522,5.956,-37.424,0.082,0.000,0.094
650.877,323.687,-27.997,7.522,5.956,-37.424,0.082,0.000,0.094
635.757,323.754,-27.998,7.522,5.956,-37.424,0.082,0.000,0.094
620.638,323.821,-27.998,7.522,5.956,-37.424,0.082,0.000,0.094
605.518,323.888,-27.997,7.522,5.956,-37.424,0.082,0.000,0.094
590.398,323.954,-27.997,7.522,5.956,-37.424,0.082,0.000,0.094
575.278,324.021,-27.997,7.522,5.956,-37.424,0.082,0.000,0.094
560.158,324.088,-27.997,7.522,5.956,-37.424,0.082,0.000,0.094
545.038,324.155,-27.998,7.522,5.956,-37.424,0.082,0.000,0.094
529.918,324.222,-27.998,7.522,5.956,-37.424,0.082,0.000,0.094
514.799,324.289,-27.997,7.522,5.956,-37.424,0.082,0.000,0.094
499.679,324.355,-27.996,7.522,5.956,-37.424,0.082,0.000,0.094
484.559,324.422,-27.996,7.522,5.956,-37.424,0.082,0.000,0.094
469.439,324.489,-27.993,7.522,5.956,-37.424,0.082,0.000,0.094
454.319,324.556,-27.996,7.522,5.956,-37.424,0.082,0.000,0.094
439.199,324.623,-27.996,7.522,5.956,-37.424,0.082,0.000,0.094
424.080,324.690,-27.995,7.522,5.956,-37.424,0.082,0.000,0.094
696.170,308.367,-27.994,7.522,5.956,-37.424,0.082,0.000,0.094
681.050,308.434,-27.995,7.522,5.956,-37.424,0.082,0.000,0.094
665.930,308.500,-27.994,7.522,5.956,-37.424,0.082,0.000,0.094
650.810,308.567,-27.996,7.522,5.956,-37.424,0.082,0.000,0.094
635.691,308.634,-27.997,7.522,5.956,-37.424,0.082,0.000,0.094
620.571,308.701,-27.996,7.522,5.956,-37.424,0.082,0.000,0.094
605.451,308.768,-27.996,7.522,5.956,-37.424,0.082,0.000,0.094
590.331,308.835,-27.996,7.522,5.956,-37.424,0.082,0.000,0.094
575.211,308.901,-27.997,7.522,5.956,-37.424,0.082,0.000,0.094
560.091,308.968,-27.996,7.522,5.956,-37.424,0.082,0.000,0.094
544.971,309.035,-27.996,7.522,5.956,-37.424,0.082,0.000,0.094
529.852,309.102,-27.997,7.522,5.956,-37.424,0.082,0.000,0.094
514.732,309.169,-27.996,7.522,5.956,-37.424,0.082,0.000,0.094
499.612,309.236,-27.995,7.522,5.956,-37.424,0.082,0.000,0.094
484.492,309.302,-27.995,7.522,5.956,-37.424,0.082,0.000,0.094
