445	0	2.62516633333333
440	0	2.63287966666667
435	0	2.64328366666667
430	0	2.64987933333333
425	0	2.65930433333333
420	0	2.66441433333333
415	0	2.67465933333333
410	0	2.67675633333333
405	0	2.68144566666667
400	0	2.686468
395	0	2.68991566666667
390	0	2.698052
385	0	2.708457
380	0	2.71422333333333
375	0	2.717809
370	0	2.72331366666667
365	0	2.73686466666667
360	0	2.74172433333333
355	0	2.74893466666667
350	0	2.75656633333333
350	5	2.756758
355	5	2.749549
360	5	2.74025933333333
365	5	2.731867
370	5	2.719685
375	5	2.71839
380	5	2.71234066666667
385	5	2.70734766666667
390	5	2.697102
395	5	2.692766
400	5	2.682289
405	5	2.68013866666667
410	5	2.67618766666667
415	5	2.6696
420	5	2.66485366666667
425	5	2.65273833333333
430	5	2.645031
435	5	2.639878
440	5	2.62945466666667
445	5	2.62131866666667
445	10	2.61938766666667
440	10	2.62728966666667
435	10	2.637784
430	10	2.64500266666667
425	10	2.65204333333333
420	10	2.661836
415	10	2.67065666666667
410	10	2.673579
405	10	2.67936866666667
400	10	2.68467933333333
395	10	2.689669
390	10	2.69887233333333
385	10	2.70473766666667
380	10	2.71028766666667
375	10	2.71831266666667
370	10	2.71785066666667
365	10	2.732062
360	10	2.73693466666667
355	10	2.74461
350	10	2.75106166666667
350	15	2.74828433333333
355	15	2.73909866666667
360	15	2.736187
365	15	2.72583266666667
370	15	2.72037133333333
375	15	2.71272133333333
380	15	2.71087233333333
385	15	2.70603866666667
390	15	2.69621
395	15	2.68985233333333
400	15	2.68042433333333
405	15	2.67607866666667
410	15	2.67158766666667
415	15	2.66585233333333
420	15	2.656021
425	15	2.64745433333333
430	15	2.641889
435	15	2.634576
440	15	2.624668
445	15	2.617271
445	20	2.61737866666667
440	20	2.62529533333333
435	20	2.62982766666667
430	20	2.66587833333333
425	20	2.64610633333333
420	20	2.65277433333333
415	20	2.66107733333333
410	20	2.666822
405	20	2.674098
400	20	2.67664766666667
395	20	2.68454333333333
390	20	2.693253
385	20	2.70006566666667
380	20	2.70530866666667
375	20	2.71074233333333
370	20	2.715535
365	20	2.72053233333333
360	20	2.73041033333333
355	20	2.73674933333333
350	20	2.74456533333333
350	25	2.73597133333333
355	25	2.732961
360	25	2.723134
365	25	2.71618566666667
370	25	2.70995933333333
375	25	2.703637
380	25	2.69945966666667
385	25	2.695317
390	25	2.68867366666667
395	25	2.68251333333333
400	25	2.67910733333333
405	25	2.667145
410	25	2.66452466666667
415	25	2.65510333333333
420	25	2.64877033333333
425	25	2.64470033333333
430	25	2.634542
435	25	2.62905433333333
440	25	2.62084833333333
445	25	2.61142666666667
