318.319,382.152,-27.905,0.687,-0.936,-37.327,0.076,0.000,0.254
303.199,382.152,-27.909,0.687,-0.936,-37.327,0.076,0.000,0.254
288.079,382.152,-27.917,0.687,-0.936,-37.327,0.076,0.000,0.254
272.959,382.152,-27.919,0.687,-0.936,-37.327,0.076,0.000,0.254
257.839,382.152,-27.920,0.687,-0.936,-37.327,0.076,0.000,0.254
242.719,382.152,-27.920,0.687,-0.936,-37.327,0.076,0.000,0.254
227.599,382.152,-27.920,0.687,-0.936,-37.327,0.076,0.000,0.254
212.479,382.152,-27.920,0.687,-0.936,-37.327,0.076,0.000,0.254
197.359,382.152,-27.915,0.687,-0.936,-37.327,0.076,0.000,0.254
182.239,382.152,-27.909,0.687,-0.936,-37.327,0.076,0.000,0.254
167.119,382.152,-27.907,0.687,-0.936,-37.327,0.076,0.000,0.254
318.319,367.032,-27.909,0.687,-0.936,-37.327,0.076,0.000,0.254
303.199,367.032,-27.918,0.687,-0.936,-37.327,0.076,0.000,0.254
288.079,367.032,-27.920,0.687,-0.936,-37.327,0.076,0.000,0.254
272.959,367.032,-27.919,0.687,-0.936,-37.327,0.076,0.000,0.254
257.839,367.032,-27.919,0.687,-0.936,-37.327,0.076,0.000,0.254
242.719,367.032,-27.921,0.687,-0.936,-37.327,0.076,0.000,0.254
227.599,367.032,-27.921,0.687,-0.936,-37.327,0.076,0.000,0.254
212.479,367.032,-27.921,0.687,-0.936,-37.327,0.076,0.000,0.254
197.359,367.032,-27.919,0.687,-0.936,-37.327,0.076,0.000,0.254
182.239,367.032,-27.919,0.687,-0.936,-37.327,0.076,0.000,0.254
167.119,367.032,-27.909,0.687,-0.936,-37.327,0.076,0.000,0.254
333.439,351.912,-27.908,0.687,-0.936,-37.327,0.076,0.000,0.254
318.319,351.912,-27.916,0.687,-0.936,-37.327,0.076,0.000,0.254
303.199,351.912,-27.918,0.687,-0.936,-37.327,0.076,0.000,0.254
288.079,351.912,-27.920,0.687,-0.936,-37.327,0.076,0.000,0.254
272.959,351.912,-27.920,0.687,-0.936,-37.327,0.076,0.000,0.254
257.839,351.912,-27.920,0.687,-0.936,-37.327,0.076,0.000,0.254
242.719,351.912,-27.920,0.687,-0.936,-37.327,0.076,0.000,0.254
227.599,351.912,-27.921,0.687,-0.936,-37.327,0.076,0.000,0.254
212.479,351.912,-27.920,0.687,-0.936,-37.327,0.076,0.000,0.254
197.359,351.912,-27.920,0.687,-0.936,-37.327,0.076,0.000,0.254
182.239,351.912,-27.918,0.687,-0.936,-37.327,0.076,0.000,0.254
167.119,351.912,-27.916,0.687,-0.936,-37.327,0.076,0.000,0.254
151.999,351.912,-27.905,0.687,-0.936,-37.327,0.076,0.000,0.254
333.439,336.792,-27.911,0.687,-0.936,-37.327,0.076,0.000,0.254
318.319,336.792,-27.916,0.687,-0.936,-37.327,0.076,0.000,0.254
303.199,336.792,-27.916,0.687,-0.936,-37.327,0.076,0.000,0.254
288.079,336.792,-27.919,0.687,-0.936,-37.327,0.076,0.000,0.254
